,param,importance,dataset,algorithm
1831,('bootstrap'; 'max_features'; 'min_samples_split'),0.0021572604793981,churn,ExtraTrees
1832,criterion,0.001345140428929,churn,DecisionTree
1833,max_features,0.851238285093712,churn,DecisionTree
1834,min_samples_leaf,0.0151348527055708,churn,DecisionTree
1835,min_samples_split,0.0070947819642402,churn,DecisionTree
1836,('max_features'; 'min_samples_leaf'),0.0380730124070694,churn,DecisionTree
1837,('max_features'; 'min_samples_split'),0.0179419690509201,churn,DecisionTree
1838,('min_samples_leaf'; 'min_samples_split'),0.0170497735379714,churn,DecisionTree
1839,('criterion'; 'max_features'),0.0049443132474592,churn,DecisionTree
1840,('criterion'; 'min_samples_split'),0.0018977001573447,churn,DecisionTree
1841,('criterion'; 'min_samples_leaf'),0.0018909142461996,churn,DecisionTree
1842,('criterion'; 'max_features'; 'min_samples_leaf'),0.0077578343586054,churn,DecisionTree
1843,bootstrap,0.0027591001627491,churn,RandomForest
1844,criterion,0.0003013031396919,churn,RandomForest
1845,max_features,0.7247872363664258,churn,RandomForest
1846,min_samples_leaf,0.0860545994647751,churn,RandomForest
1847,min_samples_split,0.0013819702976434,churn,RandomForest
1848,('max_features'; 'min_samples_leaf'),0.0986773831478889,churn,RandomForest
1849,('bootstrap'; 'max_features'),0.02295374874311,churn,RandomForest
1850,('max_features'; 'min_samples_split'),0.0129820299455856,churn,RandomForest
1851,('min_samples_leaf'; 'min_samples_split'),0.0044823421895286,churn,RandomForest
1852,('bootstrap'; 'min_samples_leaf'),0.0034960751580497,churn,RandomForest
1853,('criterion'; 'max_features'),0.001750034776641,churn,RandomForest
1854,('bootstrap'; 'min_samples_split'),0.0004911523554971,churn,RandomForest
1855,('criterion'; 'min_samples_leaf'),0.0004458241100528,churn,RandomForest
1856,('bootstrap'; 'criterion'),0.0001920729378138,churn,RandomForest
1857,('criterion'; 'min_samples_split'),0.0001712373617843,churn,RandomForest
1858,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0103017611772539,churn,RandomForest
1859,('bootstrap'; 'max_features'; 'min_samples_split'),0.0018368547730141,churn,RandomForest
1860,C,0.000421880301512,churn,SVM
1861,coef0,0.0006138627347117,churn,SVM
1862,gamma,0.0133521691135288,churn,SVM
1863,kernel,0.9732387140847896,churn,SVM
1864,shrinking,6.6429686811298366e-06,churn,SVM
1865,tol,0.0004749878418305,churn,SVM
1866,('gamma'; 'kernel'),0.0044352578126015,churn,SVM
1867,('gamma'; 'tol'),0.0007998548558903,churn,SVM
1868,('coef0'; 'gamma'),0.0007929163931192,churn,SVM
1869,('coef0'; 'kernel'),0.0006250015145654,churn,SVM
1870,('C'; 'kernel'),0.0005931489437812,churn,SVM
1871,('kernel'; 'tol'),0.0005135304808301,churn,SVM
1872,('C'; 'gamma'),0.0004207226910844,churn,SVM
1873,('C'; 'coef0'),0.0002343811890284,churn,SVM
1874,('coef0'; 'tol'),0.0001376799423595,churn,SVM
1875,('gamma'; 'shrinking'),0.0001089262298855,churn,SVM
1876,('C'; 'kernel'; 'gamma'),0.0002453633183841,churn,SVM
1877,algorithm,0.1042936173863164,kc1,AdaBoost
1878,learning_rate,0.2403756171936616,kc1,AdaBoost
1879,max_depth,0.0686330503557597,kc1,AdaBoost
1880,n_estimators,0.0275612578002665,kc1,AdaBoost
1881,('learning_rate'; 'max_depth'),0.1015498170600379,kc1,AdaBoost
1882,('algorithm'; 'max_depth'),0.0848646688295749,kc1,AdaBoost
1883,('learning_rate'; 'n_estimators'),0.0441523492008918,kc1,AdaBoost
1884,('algorithm'; 'learning_rate'),0.0368368795197884,kc1,AdaBoost
1885,('max_depth'; 'n_estimators'),0.0305728458573203,kc1,AdaBoost
1886,('algorithm'; 'n_estimators'),0.0182933028514509,kc1,AdaBoost
1887,('algorithm'; 'max_depth'; 'learning_rate'),0.0761798503627677,kc1,AdaBoost
1888,criterion,0.0006741846244436,kc1,GradientBoosting
1889,learning_rate,0.3142922502354895,kc1,GradientBoosting
1890,max_depth,0.0204118403080187,kc1,GradientBoosting
1891,max_features,0.0064831500135956,kc1,GradientBoosting
1892,min_samples_leaf,0.0525290714190987,kc1,GradientBoosting
1893,min_samples_split,0.0042756983861183,kc1,GradientBoosting
1894,n_estimators,0.0229598395124243,kc1,GradientBoosting
1895,('learning_rate'; 'min_samples_leaf'),0.1354713591247659,kc1,GradientBoosting
1896,('learning_rate'; 'max_depth'),0.0344881531659499,kc1,GradientBoosting
1897,('learning_rate'; 'max_features'),0.0309382055188101,kc1,GradientBoosting
1898,('learning_rate'; 'n_estimators'),0.0268480543566467,kc1,GradientBoosting
1899,('learning_rate'; 'min_samples_split'),0.0188508358555475,kc1,GradientBoosting
1900,('max_features'; 'min_samples_leaf'),0.0108244690675437,kc1,GradientBoosting
1901,('min_samples_leaf'; 'n_estimators'),0.0101396864209101,kc1,GradientBoosting
1902,('max_depth'; 'min_samples_leaf'),0.0089679668660432,kc1,GradientBoosting
1903,('min_samples_leaf'; 'min_samples_split'),0.0081735947540174,kc1,GradientBoosting
1904,('criterion'; 'learning_rate'),0.0066493213698409,kc1,GradientBoosting
1905,('criterion'; 'max_features'; 'min_samples_leaf'),0.0005077844469128,kc1,GradientBoosting
1906,bootstrap,0.0303662152182158,kc1,ExtraTrees
1907,criterion,0.0003539827392536,kc1,ExtraTrees
1908,max_features,0.2120050098992204,kc1,ExtraTrees
1909,min_samples_leaf,0.5697872805549401,kc1,ExtraTrees
1910,min_samples_split,0.0051881921657679,kc1,ExtraTrees
1911,('max_features'; 'min_samples_leaf'),0.0514166748747147,kc1,ExtraTrees
1912,('min_samples_leaf'; 'min_samples_split'),0.0181687270301811,kc1,ExtraTrees
1913,('bootstrap'; 'min_samples_leaf'),0.0088785538833974,kc1,ExtraTrees
1914,('bootstrap'; 'max_features'),0.0086116605803836,kc1,ExtraTrees
1915,('max_features'; 'min_samples_split'),0.0061668072349235,kc1,ExtraTrees
1916,('criterion'; 'min_samples_leaf'),0.0026389984439385,kc1,ExtraTrees
1917,('bootstrap'; 'min_samples_split'),0.0016436735554535,kc1,ExtraTrees
1918,('criterion'; 'max_features'),0.0013895473748327,kc1,ExtraTrees
1919,('criterion'; 'min_samples_split'),0.0004049183340485,kc1,ExtraTrees
1920,('bootstrap'; 'criterion'),0.0003716811167992,kc1,ExtraTrees
1921,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0229620309221997,kc1,ExtraTrees
1922,('bootstrap'; 'max_features'; 'min_samples_split'),0.002716037187991,kc1,ExtraTrees
1923,criterion,0.0053017407516323,kc1,DecisionTree
1924,max_features,0.0922523678075118,kc1,DecisionTree
1925,min_samples_leaf,0.384366046219259,kc1,DecisionTree
1926,min_samples_split,0.0115461159114582,kc1,DecisionTree
1927,('max_features'; 'min_samples_leaf'),0.133448126559466,kc1,DecisionTree
1928,('min_samples_leaf'; 'min_samples_split'),0.0550951901653929,kc1,DecisionTree
1929,('max_features'; 'min_samples_split'),0.0392457631980801,kc1,DecisionTree
1930,('criterion'; 'min_samples_leaf'),0.0243010631719177,kc1,DecisionTree
1931,('criterion'; 'max_features'),0.0151964069298247,kc1,DecisionTree
1932,('criterion'; 'min_samples_split'),0.0055218256829709,kc1,DecisionTree
1933,('criterion'; 'max_features'; 'min_samples_leaf'),0.0476745414771231,kc1,DecisionTree
1934,bootstrap,0.1945118118421077,kc1,RandomForest
1935,criterion,0.0017038335247844,kc1,RandomForest
1936,max_features,0.1526606301393858,kc1,RandomForest
1937,min_samples_leaf,0.0410698559140965,kc1,RandomForest
1938,min_samples_split,0.0046660047531402,kc1,RandomForest
1939,('bootstrap'; 'max_features'),0.2349192542785622,kc1,RandomForest
1940,('max_features'; 'min_samples_leaf'),0.0529250649737796,kc1,RandomForest
1941,('bootstrap'; 'min_samples_leaf'),0.0523665275700597,kc1,RandomForest
1942,('max_features'; 'min_samples_split'),0.0232213827392736,kc1,RandomForest
1943,('min_samples_leaf'; 'min_samples_split'),0.0157928023419923,kc1,RandomForest
1944,('bootstrap'; 'min_samples_split'),0.0080166003349548,kc1,RandomForest
1945,('criterion'; 'min_samples_leaf'),0.0067280755309179,kc1,RandomForest
1946,('criterion'; 'max_features'),0.005301447689367,kc1,RandomForest
1947,('criterion'; 'min_samples_split'),0.0023805675728956,kc1,RandomForest
1948,('bootstrap'; 'criterion'),0.0012514268139256,kc1,RandomForest
1949,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0530034763991792,kc1,RandomForest
1950,('bootstrap'; 'max_features'; 'min_samples_split'),0.0199079009488529,kc1,RandomForest
1951,C,0.0005757511706819,kc1,SVM
1952,coef0,0.0013235730285089,kc1,SVM
1953,gamma,0.0067972123817579,kc1,SVM
1954,kernel,0.9495907702526598,kc1,SVM
1955,shrinking,5.2004398560136994e-05,kc1,SVM
1956,tol,0.0007949222229188,kc1,SVM
1957,('gamma'; 'kernel'),0.0157747166607133,kc1,SVM
1958,('coef0'; 'gamma'),0.002364130103475,kc1,SVM
1959,('C'; 'gamma'),0.0022926323221946,kc1,SVM
1960,('gamma'; 'tol'),0.0022779556183096,kc1,SVM
1961,('kernel'; 'tol'),0.0016063005121112,kc1,SVM
1962,('coef0'; 'kernel'),0.0012330903462712,kc1,SVM
1963,('C'; 'kernel'),0.0006122577541343,kc1,SVM
1964,('coef0'; 'tol'),0.0004007360634083,kc1,SVM
1965,('C'; 'coef0'),0.0003860054888342,kc1,SVM
1966,('C'; 'tol'),0.0002528734177418,kc1,SVM
1967,('C'; 'kernel'; 'gamma'),0.0021453527766238,kc1,SVM
1968,algorithm,0.0082008224606712,phpZrCzJR,AdaBoost
1969,learning_rate,0.2034712149385681,phpZrCzJR,AdaBoost
1970,max_depth,0.2284776222720524,phpZrCzJR,AdaBoost
1971,n_estimators,0.0170536103413609,phpZrCzJR,AdaBoost
1972,('learning_rate'; 'max_depth'),0.1593066267656981,phpZrCzJR,AdaBoost
1973,('algorithm'; 'max_depth'),0.0534037985012562,phpZrCzJR,AdaBoost
1974,('algorithm'; 'learning_rate'),0.0493300999997424,phpZrCzJR,AdaBoost
1975,('max_depth'; 'n_estimators'),0.0402338807750628,phpZrCzJR,AdaBoost
1976,('learning_rate'; 'n_estimators'),0.0351124463927548,phpZrCzJR,AdaBoost
1977,('algorithm'; 'n_estimators'),0.0083533397753368,phpZrCzJR,AdaBoost
1978,('algorithm'; 'max_depth'; 'learning_rate'),0.0674722547111917,phpZrCzJR,AdaBoost
1979,criterion,0.000440771333265,phpZrCzJR,GradientBoosting
1980,learning_rate,0.4977528449414715,phpZrCzJR,GradientBoosting
1981,max_depth,0.0150141560926659,phpZrCzJR,GradientBoosting
1982,max_features,0.0199715054430777,phpZrCzJR,GradientBoosting
1983,min_samples_leaf,0.0044509710494514,phpZrCzJR,GradientBoosting
1984,min_samples_split,0.0071922186658427,phpZrCzJR,GradientBoosting
1985,n_estimators,0.0257301219929252,phpZrCzJR,GradientBoosting
1986,('learning_rate'; 'n_estimators'),0.0478657835608295,phpZrCzJR,GradientBoosting
1987,('learning_rate'; 'max_features'),0.0312734401055257,phpZrCzJR,GradientBoosting
1988,('learning_rate'; 'max_depth'),0.0302339311452067,phpZrCzJR,GradientBoosting
1989,('learning_rate'; 'min_samples_split'),0.0159036536355623,phpZrCzJR,GradientBoosting
1990,('learning_rate'; 'min_samples_leaf'),0.0135421939417213,phpZrCzJR,GradientBoosting
1991,('max_depth'; 'max_features'),0.0093005031343514,phpZrCzJR,GradientBoosting
1992,('max_depth'; 'n_estimators'),0.0090878469667873,phpZrCzJR,GradientBoosting
1993,('max_features'; 'n_estimators'),0.0076067907745986,phpZrCzJR,GradientBoosting
1994,('max_depth'; 'min_samples_split'),0.0059869948568207,phpZrCzJR,GradientBoosting
1995,('min_samples_split'; 'n_estimators'),0.0048418576593825,phpZrCzJR,GradientBoosting
1996,('criterion'; 'max_features'; 'min_samples_leaf'),0.0001360297577728,phpZrCzJR,GradientBoosting
1997,bootstrap,0.04528975064316,phpZrCzJR,ExtraTrees
1998,criterion,0.0002286396472981,phpZrCzJR,ExtraTrees
1999,max_features,0.3815787998528412,phpZrCzJR,ExtraTrees
2000,min_samples_leaf,0.3995166591280704,phpZrCzJR,ExtraTrees
2001,min_samples_split,0.0015541328109043,phpZrCzJR,ExtraTrees
2002,('max_features'; 'min_samples_leaf'),0.074142767563878,phpZrCzJR,ExtraTrees
2003,('bootstrap'; 'min_samples_leaf'),0.0138389505509783,phpZrCzJR,ExtraTrees
2004,('bootstrap'; 'max_features'),0.0064765921139713,phpZrCzJR,ExtraTrees
2005,('min_samples_leaf'; 'min_samples_split'),0.0059703387155058,phpZrCzJR,ExtraTrees
2006,('max_features'; 'min_samples_split'),0.0043907219720614,phpZrCzJR,ExtraTrees
2007,('bootstrap'; 'min_samples_split'),0.001146413407077,phpZrCzJR,ExtraTrees
2008,('criterion'; 'min_samples_leaf'),0.0010472169048641,phpZrCzJR,ExtraTrees
2009,('criterion'; 'max_features'),0.0008711779614354,phpZrCzJR,ExtraTrees
2010,('criterion'; 'min_samples_split'),0.0002982610304509,phpZrCzJR,ExtraTrees
2011,('bootstrap'; 'criterion'),0.000191312944313,phpZrCzJR,ExtraTrees
2012,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0231655917018914,phpZrCzJR,ExtraTrees
2013,('bootstrap'; 'max_features'; 'min_samples_split'),0.0025984125797862,phpZrCzJR,ExtraTrees
2014,criterion,0.0075714415770429,phpZrCzJR,DecisionTree
2015,max_features,0.10202801244992,phpZrCzJR,DecisionTree
2016,min_samples_leaf,0.444360528191968,phpZrCzJR,DecisionTree
2017,min_samples_split,0.0104084884403952,phpZrCzJR,DecisionTree
2018,('max_features'; 'min_samples_leaf'),0.150119821569139,phpZrCzJR,DecisionTree
2019,('max_features'; 'min_samples_split'),0.0424460292404494,phpZrCzJR,DecisionTree
2020,('min_samples_leaf'; 'min_samples_split'),0.0405595531016162,phpZrCzJR,DecisionTree
2021,('criterion'; 'min_samples_leaf'),0.0170797810918181,phpZrCzJR,DecisionTree
2022,('criterion'; 'max_features'),0.0138689490651924,phpZrCzJR,DecisionTree
2023,('criterion'; 'min_samples_split'),0.0038303882318845,phpZrCzJR,DecisionTree
2024,('criterion'; 'max_features'; 'min_samples_leaf'),0.0340636798661652,phpZrCzJR,DecisionTree
2025,bootstrap,0.0421769670817881,phpZrCzJR,RandomForest
2026,criterion,0.0014558285637593,phpZrCzJR,RandomForest
2027,max_features,0.0747311925642357,phpZrCzJR,RandomForest
2028,min_samples_leaf,0.2493011251734263,phpZrCzJR,RandomForest
2029,min_samples_split,0.007109428889888,phpZrCzJR,RandomForest
2030,('max_features'; 'min_samples_leaf'),0.2119934306681182,phpZrCzJR,RandomForest
2031,('bootstrap'; 'min_samples_leaf'),0.0688214700505859,phpZrCzJR,RandomForest
2032,('bootstrap'; 'max_features'),0.0599538310696473,phpZrCzJR,RandomForest
2033,('min_samples_leaf'; 'min_samples_split'),0.0232409260456051,phpZrCzJR,RandomForest
2034,('max_features'; 'min_samples_split'),0.0145436258695305,phpZrCzJR,RandomForest
2035,('criterion'; 'max_features'),0.0091041067111631,phpZrCzJR,RandomForest
2036,('criterion'; 'min_samples_leaf'),0.0090289762459739,phpZrCzJR,RandomForest
2037,('bootstrap'; 'criterion'),0.0046895862542571,phpZrCzJR,RandomForest
2038,('bootstrap'; 'min_samples_split'),0.0040208276514169,phpZrCzJR,RandomForest
2039,('criterion'; 'min_samples_split'),0.0017997880006918,phpZrCzJR,RandomForest
2040,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.079522005198919,phpZrCzJR,RandomForest
2041,('bootstrap'; 'max_features'; 'min_samples_split'),0.0070719157561633,phpZrCzJR,RandomForest
2042,C,0.0010577956812443,phpZrCzJR,SVM
2043,coef0,0.0003112615909035,phpZrCzJR,SVM
2044,gamma,0.0137126470157988,phpZrCzJR,SVM
2045,kernel,0.9704001664865108,phpZrCzJR,SVM
2046,shrinking,2.201072688069788e-05,phpZrCzJR,SVM
2047,tol,0.000273131607583,phpZrCzJR,SVM
2048,('gamma'; 'kernel'),0.0036489108939841,phpZrCzJR,SVM
2049,('C'; 'kernel'),0.0015104604674784,phpZrCzJR,SVM
2050,('C'; 'tol'),0.00072117644907,phpZrCzJR,SVM
2051,('C'; 'gamma'),0.0006776894552908,phpZrCzJR,SVM
2052,('coef0'; 'gamma'),0.0006215561590699,phpZrCzJR,SVM
2053,('gamma'; 'tol'),0.0004691657021846,phpZrCzJR,SVM
2054,('C'; 'coef0'),0.0003908856487235,phpZrCzJR,SVM
2055,('coef0'; 'kernel'),0.0003113494782574,phpZrCzJR,SVM
2056,('coef0'; 'tol'),0.0002692292030976,phpZrCzJR,SVM
2057,('kernel'; 'tol'),0.0002488984598361,phpZrCzJR,SVM
2058,('C'; 'kernel'; 'gamma'),0.0005841510386997,phpZrCzJR,SVM
2059,algorithm,0.0048665572466825,soybean,AdaBoost
2060,learning_rate,0.0345221715243732,soybean,AdaBoost
2061,max_depth,0.5641286622821915,soybean,AdaBoost
2062,n_estimators,0.03238532307167,soybean,AdaBoost
2063,('learning_rate'; 'max_depth'),0.1036947278714212,soybean,AdaBoost
2064,('max_depth'; 'n_estimators'),0.0482231427396885,soybean,AdaBoost
2065,('learning_rate'; 'n_estimators'),0.0266627083704739,soybean,AdaBoost
2066,('algorithm'; 'max_depth'),0.0244373171028056,soybean,AdaBoost
2067,('algorithm'; 'learning_rate'),0.0197533367275194,soybean,AdaBoost
2068,('algorithm'; 'n_estimators'),0.0089893068729901,soybean,AdaBoost
2069,('algorithm'; 'max_depth'; 'learning_rate'),0.0594128185526059,soybean,AdaBoost
2070,criterion,0.0001044126224364,soybean,GradientBoosting
2071,learning_rate,0.8297009967941269,soybean,GradientBoosting
2072,max_depth,0.0457705822325995,soybean,GradientBoosting
2073,max_features,0.004259309669097,soybean,GradientBoosting
2074,min_samples_leaf,0.0031208914115778,soybean,GradientBoosting
2075,min_samples_split,0.0003397718427452,soybean,GradientBoosting
2076,n_estimators,0.0015903855221397,soybean,GradientBoosting
2077,('learning_rate'; 'max_depth'),0.0385117649016364,soybean,GradientBoosting
2078,('learning_rate'; 'min_samples_leaf'),0.0133166422297942,soybean,GradientBoosting
2079,('learning_rate'; 'max_features'),0.0077718509724232,soybean,GradientBoosting
2080,('learning_rate'; 'n_estimators'),0.0053370822495138,soybean,GradientBoosting
2081,('max_depth'; 'max_features'),0.0031008181035543,soybean,GradientBoosting
2082,('max_depth'; 'n_estimators'),0.0021551564192531,soybean,GradientBoosting
2083,('max_depth'; 'min_samples_leaf'),0.0019698654551188,soybean,GradientBoosting
2084,('learning_rate'; 'min_samples_split'),0.00192127057946,soybean,GradientBoosting
2085,('max_features'; 'min_samples_leaf'),0.0017934257767782,soybean,GradientBoosting
2086,('max_features'; 'n_estimators'),0.0007722585764981,soybean,GradientBoosting
2087,('criterion'; 'max_features'; 'min_samples_leaf'),8.815426327380226e-05,soybean,GradientBoosting
2088,bootstrap,0.0813649819711169,soybean,ExtraTrees
2089,criterion,0.0236266611208497,soybean,ExtraTrees
2090,max_features,0.0089216262692908,soybean,ExtraTrees
2091,min_samples_leaf,0.6377279879882934,soybean,ExtraTrees
2092,min_samples_split,0.0010976008880088,soybean,ExtraTrees
2093,('bootstrap'; 'min_samples_leaf'),0.0953278280767783,soybean,ExtraTrees
2094,('criterion'; 'min_samples_leaf'),0.0342664549420601,soybean,ExtraTrees
2095,('max_features'; 'min_samples_leaf'),0.0169743671184654,soybean,ExtraTrees
2096,('bootstrap'; 'max_features'),0.0136470969083869,soybean,ExtraTrees
2097,('bootstrap'; 'criterion'),0.0064964727585029,soybean,ExtraTrees
2098,('min_samples_leaf'; 'min_samples_split'),0.0058722138047242,soybean,ExtraTrees
2099,('criterion'; 'max_features'),0.0029127948181283,soybean,ExtraTrees
2100,('max_features'; 'min_samples_split'),0.0016111354451705,soybean,ExtraTrees
2101,('bootstrap'; 'min_samples_split'),0.0010430512543757,soybean,ExtraTrees
2102,('criterion'; 'min_samples_split'),0.0007620503464964,soybean,ExtraTrees
2103,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0136756225900804,soybean,ExtraTrees
2104,('bootstrap'; 'max_features'; 'min_samples_split'),0.0011483403390841,soybean,ExtraTrees
2105,criterion,0.0073333124010347,soybean,DecisionTree
2106,max_features,0.145150734061529,soybean,DecisionTree
2107,min_samples_leaf,0.689742086745168,soybean,DecisionTree
2108,min_samples_split,0.0035322959748916,soybean,DecisionTree
2109,('max_features'; 'min_samples_leaf'),0.046069057377922,soybean,DecisionTree
2110,('max_features'; 'min_samples_split'),0.0131722714576525,soybean,DecisionTree
2111,('min_samples_leaf'; 'min_samples_split'),0.0126010822888215,soybean,DecisionTree
2112,('criterion'; 'max_features'),0.0086763152923377,soybean,DecisionTree
2113,('criterion'; 'min_samples_leaf'),0.0085167730284925,soybean,DecisionTree
2114,('criterion'; 'min_samples_split'),0.0019088879002651,soybean,DecisionTree
2115,('criterion'; 'max_features'; 'min_samples_leaf'),0.0151779444640285,soybean,DecisionTree
2116,bootstrap,0.0780443000134152,soybean,RandomForest
2117,criterion,0.0207697418827144,soybean,RandomForest
2118,max_features,0.0090950350136361,soybean,RandomForest
2119,min_samples_leaf,0.6412112745527234,soybean,RandomForest
2120,min_samples_split,0.0016265833536688,soybean,RandomForest
2121,('bootstrap'; 'min_samples_leaf'),0.0988957791693565,soybean,RandomForest
2122,('criterion'; 'min_samples_leaf'),0.0301847166743975,soybean,RandomForest
2123,('max_features'; 'min_samples_leaf'),0.0196301526967373,soybean,RandomForest
2124,('bootstrap'; 'max_features'),0.0123538450622235,soybean,RandomForest
2125,('min_samples_leaf'; 'min_samples_split'),0.006870052191873,soybean,RandomForest
